,ab_id,px,pz,code,pitch_type,b_count,s_count,zones,swing,result
75743,2017000789,-0.0959128046584529,2.87611841810266,D,FF,2.0,0.0,4,1,Hit
77169,2017007139,0.10769633391997803,1.53890061871674,C,FF,0.0,0.0,7,0,Ball
77170,2017007139,-1.16739390587385,1.27451824411596,B,FF,0.0,1.0,14,0,Ball
77171,2017007139,-1.41691100516341,2.22940275419142,B,FF,1.0,1.0,12,0,Ball
77172,2017007139,0.172581151279723,1.96643207886356,C,CU,2.0,1.0,7,0,Ball
77173,2017007139,0.9190217074293828,2.02699216767666,X,SL,2.0,2.0,13,1,Out
77204,2017007154,0.7950342069324731,2.32713460659334,F,SL,0.0,0.0,5,1,Foul
77205,2017007154,1.06329126753139,2.7028487311721,B,FF,0.0,1.0,13,0,Ball
77206,2017007154,1.93761858690541,2.23434452363756,B,FF,1.0,1.0,13,0,Ball
77207,2017007154,1.4982881655526,1.35305999912781,B,SL,2.0,1.0,16,0,Ball
77208,2017007154,-0.256000641695449,2.7889056837020405,X,SL,3.0,1.0,4,1,Out
77252,2017007173,1.39041234389071,2.85387628201146,B,FF,0.0,0.0,13,0,Ball
77253,2017007173,-0.0350512245540668,3.05631049563667,X,FF,1.0,0.0,1,1,Out
80533,2017024179,0.792526297267919,2.61109189495227,C,CU,0.0,0.0,5,0,Ball
80534,2017024179,0.743674671934537,2.06610073909459,X,FF,0.0,1.0,8,1,Out
80594,2017024199,-0.0866064251805615,2.6584927908932503,C,FF,0.0,0.0,4,0,Ball
80595,2017024199,-0.428544074389386,1.5739062412008602,F,SI,0.0,1.0,6,1,Foul
80596,2017024199,-0.202303702400656,0.9681399627484458,F,FS,0.0,2.0,15,1,Foul
80597,2017024199,0.514638631243827,0.9119896313153748,B,SL,0.0,2.0,15,0,Ball
80598,2017024199,-0.695298891348336,2.65318162313631,F,SL,1.0,2.0,3,1,Foul
80599,2017024199,-0.7255841564389649,3.7621086523760296,F,FF,1.0,2.0,10,1,Foul
80600,2017024199,0.489193171482261,-0.209230718785307,B,FS,1.0,2.0,15,0,Ball
80601,2017024199,0.735763080495865,2.41949343972469,X,SL,2.0,2.0,5,1,Out
80652,2017024219,0.823960224721592,2.02486313528345,S,SL,0.0,0.0,8,1,Strike
80653,2017024219,0.790012182255419,0.7010980541505301,W,SL,0.0,1.0,15,1,Strike
80654,2017024219,0.5605529472245171,2.5468838898159905,X,FF,0.0,2.0,5,1,Out
80738,2017025038,0.434344475830188,1.86171215350279,C,SI,0.0,0.0,8,0,Ball
80739,2017025038,0.0191940116522175,3.87639397684816,B,SI,0.0,1.0,10,0,Ball
80740,2017025038,0.9333018785271692,2.64198491753443,B,SL,1.0,1.0,13,0,Ball
80741,2017025038,0.257177392047272,1.01641538404485,B,SL,2.0,1.0,15,0,Ball
80742,2017025038,0.397910631315424,1.85042862364676,C,SI,3.0,1.0,8,0,Ball
80743,2017025038,-0.717590970685249,2.89494084957964,D,SI,3.0,2.0,3,1,Hit
80758,2017025051,-0.143298603562284,1.5010943482164298,C,SI,0.0,0.0,15,0,Ball
80759,2017025051,-0.7377954390389879,1.74413154916728,X,CH,0.0,1.0,6,1,Out
80776,2017025068,0.95027487864205,0.520581779213533,*B,CU,0.0,0.0,16,0,Ball
80777,2017025068,0.0249843186686307,2.79073270803495,F,SI,1.0,0.0,4,1,Foul
80778,2017025068,0.534034689556984,0.964197742891405,S,SL,1.0,1.0,15,1,Strike
80779,2017025068,1.19005265904446,1.13686242107631,B,SL,1.0,2.0,16,0,Ball
80780,2017025068,-0.137950432056338,1.6721257295617,X,CH,2.0,2.0,7,1,Out
85997,2017058324,-1.28116502731666,1.89457972756042,B,FF,0.0,0.0,12,0,Ball
85998,2017058324,-0.5994121486675,2.17550884021784,F,FF,1.0,0.0,6,1,Foul
85999,2017058324,-1.12688457129723,2.29432859889605,B,CU,1.0,1.0,12,0,Ball
86000,2017058324,0.19106504129897894,3.0537906912879698,C,CU,2.0,1.0,1,0,Ball
86001,2017058324,0.5346800884562529,2.57601506993083,F,FF,2.0,2.0,5,1,Foul
86002,2017058324,1.25745482479978,1.70320902608624,B,CU,2.0,2.0,13,0,Ball
86003,2017058324,0.0680244102278243,1.99666975303968,S,FF,3.0,2.0,7,1,Strike
86051,2017058338,0.209365990543407,2.2722986633127,C,CU,0.0,0.0,4,0,Ball
86052,2017058338,1.43070174783835,2.61417039890433,B,CU,0.0,1.0,13,0,Ball
86053,2017058338,-1.27849044420178,2.3163463091091803,B,FF,1.0,1.0,12,0,Ball
86054,2017058338,0.290643563853658,0.678700318831179,B,CH,2.0,1.0,15,0,Ball
86055,2017058338,-0.311224528913008,2.7648296493194,C,FF,3.0,1.0,3,0,Ball
86056,2017058338,-0.270277743736783,1.72720152489362,F,CU,3.0,2.0,7,1,Foul
86057,2017058338,-0.31406039986901096,2.39301563953161,E,FF,3.0,2.0,3,1,Hit
87257,2017065137,0.251773166829386,2.70974826353563,C,FC,0.0,0.0,4,0,Ball
87258,2017065137,0.399379092217075,3.13254447094619,D,FC,0.0,1.0,2,1,Hit
87270,2017065155,-0.222184323313263,3.0752133678327,C,CU,0.0,0.0,1,0,Ball
87271,2017065155,-0.395641452934195,2.30050616732415,F,FS,0.0,1.0,3,1,Foul
87272,2017065155,1.17915835830785,2.9546420722202003,X,SL,0.0,2.0,13,1,Out
87286,2017065172,0.7062757447951309,2.45558078054118,C,CU,0.0,0.0,5,0,Ball
87287,2017065172,0.7777247800818651,1.59503105099913,X,SL,0.0,1.0,8,1,Out
88050,2017069757,0.5096520790324871,2.0440991625522,C,FF,0.0,0.0,8,0,Ball
88051,2017069757,1.13125046617046,1.45348121438254,S,SL,0.0,1.0,16,1,Strike
88052,2017069757,1.7522299582476202,2.22720850673394,B,SL,0.0,2.0,13,0,Ball
88053,2017069757,1.53930762016616,0.840397554553995,B,SL,1.0,2.0,16,0,Ball
88054,2017069757,0.335828715018906,2.28890700905387,X,SL,2.0,2.0,5,1,Out
88095,2017069774,0.984731101748425,3.66211638467179,B,FF,0.0,0.0,13,0,Ball
88096,2017069774,-0.3656397267632701,3.3011167156822503,F,FF,1.0,0.0,0,1,Foul
88097,2017069774,-1.32185283691366,3.52159273618191,B,FF,1.0,1.0,12,0,Ball
88098,2017069774,1.09207350217699,2.92866538341743,B,SL,2.0,1.0,13,0,Ball
88099,2017069774,-0.642923433150413,3.30001906726919,F,SL,3.0,1.0,0,1,Foul
88100,2017069774,-0.699619395798303,4.11623688425575,B,FF,3.0,2.0,10,0,Ball
88153,2017069792,0.389215800305461,3.28400483139512,C,FF,0.0,0.0,2,0,Ball
88154,2017069792,-1.43785425438586,2.8080788939137697,B,FF,0.0,1.0,12,0,Ball
88155,2017069792,0.77578289420388,2.7496179954816298,B,FF,1.0,1.0,5,0,Ball
88156,2017069792,-0.0133229693920658,3.76119549800178,B,SL,2.0,1.0,10,0,Ball
88157,2017069792,-1.2585048660549498,2.4232261950660603,B,FF,3.0,1.0,12,0,Ball
94672,2017104350,0.4529290238821311,1.12401685867879,B,SL,0.0,0.0,15,0,Ball
94673,2017104350,1.34555655449811,1.9491246199981,F,FC,1.0,0.0,13,1,Foul
94674,2017104350,0.946570669918812,2.47516005510884,X,FC,1.0,1.0,13,1,Out
94703,2017104366,-0.104570093113533,3.63063794001778,B,CU,0.0,0.0,1,0,Ball
94704,2017104366,0.8480692654733041,1.98795852276253,C,FC,1.0,0.0,13,0,Ball
94705,2017104366,0.304558579751457,2.04712307610269,E,SL,1.0,1.0,8,1,Hit
94745,2017104385,1.12704922341298,2.19501082135414,C,FC,0.0,0.0,13,0,Ball
94746,2017104385,-0.0448063875327503,0.991274194169062,B,SI,0.0,1.0,15,0,Ball
94747,2017104385,-0.0359633408133976,2.83895716050829,D,FS,1.0,1.0,4,1,Hit
94780,2017104403,1.84019344706978,2.06723515389542,B,FC,0.0,0.0,13,0,Ball
94781,2017104403,0.984831022841925,1.17321239919253,B,FC,1.0,0.0,16,0,Ball
94782,2017104403,1.6502576936483702,1.49055051467541,B,FC,2.0,0.0,16,0,Ball
94783,2017104403,0.4849602747507151,2.71576477352838,C,FC,3.0,0.0,5,0,Ball
94784,2017104403,0.7172791623417808,1.47530318234374,D,FF,3.0,1.0,15,1,Hit
99785,2017134581,-0.0279768911986484,1.5315495976369098,C,FF,0.0,0.0,7,0,Ball
99786,2017134581,1.15433139444107,1.4454083838042802,S,FC,0.0,1.0,16,1,Strike
99787,2017134581,1.9700087833578697,1.20284871411994,S,FC,0.0,2.0,16,1,Strike
99799,2017134604,0.3411719127738569,1.90382547266449,F,FC,0.0,0.0,8,1,Foul
99800,2017134604,0.11946571214372098,4.1962214707792,B,FF,0.0,1.0,10,0,Ball
99801,2017134604,0.5894781501214879,2.28159917760181,F,FF,1.0,1.0,5,1,Foul
99802,2017134604,0.15827863979119106,1.21530128913113,F,KC,1.0,2.0,15,1,Foul
99803,2017134604,0.6888115993934489,1.6650569851698602,T,FC,1.0,2.0,8,1,Strike
99818,2017134628,1.57523965424851,2.08332949053608,B,FF,0.0,0.0,13,0,Ball
99819,2017134628,0.8901406724302741,2.1956797749754,C,FF,1.0,0.0,13,0,Ball
99820,2017134628,0.7580501330755072,0.771749303098689,B,KC,1.0,1.0,15,0,Ball
99821,2017134628,0.259377348162453,2.4965632514834,X,FF,2.0,1.0,4,1,Out
101185,2017143698,0.434167644777436,2.37491296102197,C,SI,0.0,0.0,5,0,Ball
101186,2017143698,0.910875286636952,2.56012086185115,X,FC,0.0,1.0,13,1,Out
101198,2017143719,0.725170258247727,2.97156342619384,C,FC,0.0,0.0,2,0,Ball
101199,2017143719,-0.787963372776573,4.26890580416521,B,FF,0.0,1.0,10,0,Ball
101200,2017143719,0.00936807502031641,3.47562358128361,B,SI,1.0,1.0,1,0,Ball
101201,2017143719,1.37035302024857,1.98798327770398,S,FC,2.0,1.0,13,1,Strike
101202,2017143719,0.7886591922845658,0.7783460840804809,S,CU,2.0,2.0,15,1,Strike
101225,2017143737,0.5106700031540611,2.29334833241422,C,CU,0.0,0.0,5,0,Ball
101226,2017143737,0.6382240132076589,2.3707930827812,F,CU,0.0,1.0,5,1,Foul
101227,2017143737,0.4720445083099771,2.09335107192745,X,CU,0.0,2.0,8,1,Out
101245,2017143753,1.26793667651759,1.09274107457922,B,FC,0.0,0.0,16,0,Ball
101246,2017143753,0.7398759868737891,1.36635721501995,B,CU,1.0,0.0,15,0,Ball
101247,2017143753,0.580891458461254,2.50275751621315,C,SI,2.0,0.0,5,0,Ball
101248,2017143753,0.43349845185848,1.90435343456556,C,FC,2.0,1.0,8,0,Ball
101249,2017143753,-0.315237573204093,2.5533702792715003,E,CU,2.0,2.0,3,1,Hit
101253,2017144874,0.594886666744105,2.33118648816217,C,FF,0.0,0.0,5,0,Ball
101254,2017144874,2.15277824090271,0.0143841679919188,*B,FC,0.0,1.0,16,0,Ball
101255,2017144874,0.437373278517832,2.89723602883933,F,FC,1.0,1.0,5,1,Foul
101256,2017144874,0.4756993286414361,3.66568958397889,B,FF,1.0,2.0,2,0,Ball
101257,2017144874,1.1095762570833,0.437031875710588,W,FC,2.0,2.0,16,1,Strike
101333,2017144902,0.228102828482923,1.71186182612933,C,FF,0.0,0.0,7,0,Ball
101334,2017144902,0.317835814522852,2.49701590024214,C,KC,0.0,1.0,5,0,Ball
101335,2017144902,2.05512126504614,0.0276765141380367,B,FC,0.0,2.0,16,0,Ball
101336,2017144902,1.11527702100277,0.5141176037957009,B,FC,1.0,2.0,16,0,Ball
101337,2017144902,-0.4628512097936861,3.4099039685352897,B,FF,2.0,2.0,0,0,Ball
101338,2017144902,0.0676359098012851,2.58726673511652,D,FT,3.0,2.0,4,1,Hit
101349,2017144915,1.04848289194488,2.93871666321881,C,FF,0.0,0.0,13,0,Ball
101350,2017144915,-0.0663527430913215,2.7738466489710896,C,KC,0.0,1.0,4,0,Ball
101351,2017144915,0.546169501085106,-0.5290598882587971,W,KC,0.0,2.0,15,1,Strike
102964,2017154361,0.5380938694644399,2.60274527859866,C,FS,0.0,0.0,5,0,Ball
102965,2017154361,0.7101950519794449,1.59708765196982,T,SL,0.0,1.0,8,1,Strike
102966,2017154361,0.619605654298939,3.7871756978811697,B,FC,0.0,2.0,10,0,Ball
102967,2017154361,0.0366962454936203,2.63439444468911,X,FS,1.0,2.0,4,1,Out
102979,2017154384,0.167399925800523,3.5629007651692097,B,SL,0.0,0.0,1,0,Ball
102980,2017154384,1.08702075805801,0.745893672925365,W,FS,1.0,0.0,16,1,Strike
102981,2017154384,0.8990517784373729,0.7528457719959579,W,FS,1.0,1.0,16,1,Strike
102982,2017154384,0.0976746049615852,2.36217514100658,X,FS,1.0,2.0,4,1,Out
102990,2017154401,0.323400786945437,1.8998137412115,C,SL,0.0,0.0,8,0,Ball
102991,2017154401,1.46948079246775,1.43261124987443,B,FF,0.0,1.0,16,0,Ball
102992,2017154401,-0.6962056380969971,2.22570356884578,F,FS,1.0,1.0,6,1,Foul
102993,2017154401,2.24484202830609,-0.905145505418804,*B,SL,1.0,2.0,16,0,Ball
102994,2017154401,0.820181217037129,0.327508483499745,B,FC,2.0,2.0,15,0,Ball
102995,2017154401,1.44031704901108,0.424934459047474,*B,FS,3.0,2.0,16,0,Ball
111165,2018013215,-1.20567775698373,3.35025077264462,B,FF,0.0,0.0,12,0,Ball
111166,2018013215,0.270262817284036,2.0158443380255,C,FC,1.0,0.0,7,0,Ball
111167,2018013215,1.06933832540873,1.84940150923085,B,SL,1.0,1.0,13,0,Ball
111168,2018013215,-0.527076649049061,2.17568719599692,X,FS,2.0,1.0,6,1,Out
111183,2018013234,0.208890648466594,2.47187588363929,X,FC,0.0,0.0,4,1,Out
111195,2018013252,0.843160631954256,1.94210227907702,C,CU,0.0,0.0,13,0,Ball
111196,2018013252,0.8310324013295071,1.19648619701344,S,SL,0.0,1.0,16,1,Strike
111197,2018013252,1.09704070546075,-0.3782189419956351,*B,FS,0.0,2.0,16,0,Ball
111198,2018013252,0.965405960955127,1.39640465502905,B,SL,1.0,2.0,16,0,Ball
111199,2018013252,0.7670413229876609,1.64235098052308,E,SL,2.0,2.0,8,1,Hit
115696,2018036881,-0.131430178675921,2.68354508823922,C,FC,0.0,0.0,4,0,Ball
115697,2018036881,-0.471442491526201,2.99284173157846,X,FF,0.0,1.0,0,1,Out
115718,2018036898,-0.0336496337656682,0.531361409182994,B,CU,0.0,0.0,15,0,Ball
115719,2018036898,1.15045361052109,1.8321594547809896,B,CH,1.0,0.0,13,0,Ball
115720,2018036898,-1.02615469250185,2.56027467818686,C,FC,2.0,0.0,12,0,Ball
115721,2018036898,0.562974833425066,2.48616352820184,X,CH,2.0,1.0,5,1,Out
115747,2018036913,-1.75411853021787,2.7204955937850297,B,FC,0.0,0.0,12,0,Ball
115748,2018036913,0.355660873034837,0.861293720073663,B,CH,1.0,0.0,15,0,Ball
115749,2018036913,0.0677173319804436,1.6225879281004,D,CH,2.0,0.0,7,-1,
116416,2018040916,-0.319661993408005,3.3915181813246296,B,SL,0.0,0.0,0,0,Ball
116417,2018040916,-0.0109619920767515,2.19473729001131,F,SL,1.0,0.0,7,1,Foul
116418,2018040916,-0.0752691208222074,0.34471294110638,S,FS,1.0,1.0,15,1,Strike
116419,2018040916,-1.08920482240316,4.59225453425734,B,FF,1.0,2.0,9,0,Ball
116420,2018040916,-0.2592824238913189,1.88396135321034,F,FS,2.0,2.0,7,1,Foul
116421,2018040916,-0.311088408460091,1.52106082602938,F,FS,2.0,2.0,15,1,Foul
116422,2018040916,1.22682623690593,1.12029256067079,F,SL,2.0,2.0,16,1,Foul
116423,2018040916,-0.383369760454636,1.5133729899118602,F,SL,2.0,2.0,15,1,Foul
116424,2018040916,0.00670322317779864,1.86171136992909,F,FF,2.0,2.0,7,1,Foul
116425,2018040916,0.799514258342193,0.261199603775437,B,CU,2.0,2.0,15,0,Ball
116426,2018040916,0.0108827879660325,0.662876579489192,W,FS,3.0,2.0,15,1,Strike
116445,2018040929,-1.2248879141388502,2.6204168723144,B,SI,0.0,0.0,12,0,Ball
116446,2018040929,0.728187228406679,1.56030449806213,S,SL,1.0,0.0,8,1,Strike
116447,2018040929,-1.9397382364902904,4.17751284228074,B,SI,1.0,1.0,9,0,Ball
116448,2018040929,0.0665944093536841,1.5654748762024298,X,FS,2.0,1.0,7,1,Out
116461,2018040953,-0.372881457298815,1.61905851732754,C,FS,0.0,0.0,6,0,Ball
116462,2018040953,0.661091923418311,2.28582311924903,C,FS,0.0,1.0,5,0,Ball
116463,2018040953,0.9692086775995792,2.10808405863971,X,FS,0.0,2.0,13,1,Out
126461,2018095735,0.336138404913733,2.2939271562081,C,SL,0.0,0.0,5,0,Ball
126462,2018095735,0.23337692675802105,2.92312342009544,S,FF,0.0,1.0,4,1,Strike
126463,2018095735,-0.26066550956069,3.5616795185539103,B,FF,0.0,2.0,1,0,Ball
126464,2018095735,0.60993045700237,2.97603655426943,F,FF,1.0,2.0,2,1,Foul
126465,2018095735,-0.118670475351946,2.13268999107291,X,FF,1.0,2.0,7,1,Out
126472,2018095748,-1.21371886304603,3.12767533986337,B,FF,0.0,0.0,12,0,Ball
126473,2018095748,-0.185392175866498,2.54457554199645,C,SL,1.0,0.0,4,0,Ball
126474,2018095748,1.0807494713386898,0.9389678373603108,B,FC,1.0,1.0,16,0,Ball
126475,2018095748,0.419413680744084,2.7522698825027203,F,FF,2.0,1.0,5,1,Foul
126476,2018095748,0.7618819555237651,0.584562423080875,*B,CH,2.0,2.0,15,0,Ball
126477,2018095748,-0.979483500278913,3.34086886813854,B,FC,3.0,2.0,12,0,Ball
126486,2018095765,1.44248927083026,1.69390356588113,B,FF,0.0,0.0,13,0,Ball
126487,2018095765,1.09869210102901,0.613225194281547,B,FF,1.0,0.0,16,0,Ball
126488,2018095765,0.903353335360249,2.06026132579348,B,SL,2.0,0.0,13,0,Ball
126489,2018095765,0.472665223199938,2.8508035312220605,C,FF,3.0,0.0,5,0,Ball
126490,2018095765,0.520457771636469,2.96250327198219,X,FF,3.0,1.0,2,1,Out
132395,2018127998,0.159356663425681,3.1322993209561902,C,FF,0.0,0.0,1,0,Ball
132396,2018127998,1.2353672145503585,1.9593437433013408,S,SL,0.0,1.0,13,1,Strike
132397,2018127998,0.13887856249456154,1.6763333182216942,F,FS,0.0,2.0,7,1,Foul
132398,2018127998,0.6405354506818577,2.964427937223681,X,SL,0.0,2.0,2,1,Out
132438,2018128013,0.407200582767128,0.4524307715870661,B,SL,0.0,0.0,15,0,Ball
132439,2018128013,1.15258552918965,1.4366474064141002,B,FF,1.0,0.0,16,0,Ball
132440,2018128013,0.977591235258544,1.51609138880574,B,SL,2.0,0.0,16,0,Ball
132441,2018128013,0.680396416300943,1.64103841834595,C,FF,3.0,0.0,8,0,Ball
132442,2018128013,0.5348828950125237,2.3937672599128166,F,SL,3.0,1.0,5,1,Foul
132443,2018128013,-0.3514482055033426,1.7820873389345406,D,FS,3.0,2.0,6,1,Hit
132493,2018128030,1.25333451961463,1.42242447622266,B,FC,0.0,0.0,16,0,Ball
132494,2018128030,1.84861675062285,1.34351197815251,B,SI,1.0,0.0,16,0,Ball
132495,2018128030,0.35823628379090705,2.525620053762125,E,FC,2.0,0.0,5,1,Hit
135283,2018143086,0.5040921420065322,2.2666812183680944,C,SI,0.0,0.0,5,0,Ball
135284,2018143086,1.057253749826191,1.719282208050928,B,SI,0.0,1.0,13,0,Ball
135285,2018143086,1.1321293045588685,1.5351383154514382,S,FC,1.0,1.0,13,1,Strike
135286,2018143086,0.6049266618983753,2.439986568206696,F,SI,1.0,2.0,5,1,Foul
135287,2018143086,0.05086845256068569,3.592615662083682,S,FF,1.0,2.0,1,1,Strike
135297,2018143100,0.6133644688281656,2.7631021319496485,C,FC,0.0,0.0,5,0,Ball
135298,2018143100,0.8945343491625919,2.166221255863668,D,FC,0.0,1.0,13,1,Hit
135309,2018143115,-0.041198413764323,3.01295804784845,C,SI,0.0,0.0,1,0,Ball
135310,2018143115,-0.7891773158424191,4.70242848987896,B,FF,0.0,1.0,10,0,Ball
135311,2018143115,1.17773515894359,1.28214077301465,S,CU,1.0,1.0,16,1,Strike
135312,2018143115,1.13074424418008,3.01690416437383,B,SI,1.0,2.0,13,0,Ball
135313,2018143115,0.9408609250602592,1.10147783910134,W,CU,2.0,2.0,16,1,Strike
135328,2018143138,1.3616361544245856,1.006291133067952,B,CU,0.0,0.0,16,0,Ball
135329,2018143138,0.2693880943338814,1.7096406268768165,X,SI,1.0,0.0,7,1,Out
138396,2018160869,0.665545982916568,1.5320859097813702,C,FF,0.0,0.0,8,0,Ball
138397,2018160869,0.35794698392762103,2.41581282007331,D,KC,0.0,1.0,5,1,Hit
138433,2018160885,-0.225345011030876,1.9150850526505,C,KC,0.0,0.0,7,0,Ball
138434,2018160885,-0.8944314198052041,3.5077520268005697,B,FF,0.0,1.0,12,0,Ball
138435,2018160885,-0.295197616243916,2.70386677450127,F,FF,1.0,1.0,3,1,Foul
138436,2018160885,0.815652667346432,1.7252795117908302,D,KC,1.0,2.0,8,1,Hit
138480,2018160900,0.641055942891671,3.81861669677694,B,FF,0.0,0.0,10,0,Ball
138481,2018160900,-0.21417518444333605,2.30901334996228,C,FF,1.0,0.0,4,0,Ball
138482,2018160900,1.2114121405708,0.9555602480990112,B,SL,1.0,1.0,16,0,Ball
138483,2018160900,0.285849723402779,2.6284275857754102,D,KC,2.0,1.0,5,1,Hit
138818,2018163126,1.38092665739564,2.32379490626877,B,FT,0.0,0.0,13,0,Ball
138819,2018163126,0.7712503575526429,1.8181824371117432,D,FT,1.0,0.0,8,1,Hit
138847,2018163143,-0.494281706803235,1.0421606849703802,B,FT,0.0,0.0,15,0,Ball
138848,2018163143,0.4401491170096556,2.2528770240868545,F,FT,1.0,0.0,5,1,Foul
138849,2018163143,0.03077723504236114,2.771384590663949,D,FC,1.0,1.0,4,1,Hit
138867,2018163159,0.24857642897605,1.81918014624754,C,SL,0.0,0.0,7,0,Ball
138868,2018163159,0.5724448225775141,0.691010777164694,B,FT,0.0,1.0,15,0,Ball
138869,2018163159,0.047790749386064,0.5981459700807299,B,SL,1.0,1.0,15,0,Ball
138870,2018163159,0.410288921488191,0.250518194257578,B,FT,2.0,1.0,15,0,Ball
138871,2018163159,0.9582858401499732,0.913668223196663,B,FT,3.0,1.0,16,0,Ball
139779,2018168132,0.4005050922715561,3.1015866532640497,C,FF,0.0,0.0,2,0,Ball
139780,2018168132,0.957474600300913,1.62871443022048,B,FF,0.0,1.0,13,0,Ball
139781,2018168132,0.870477577892624,2.39508108303458,F,FF,1.0,1.0,13,1,Foul
139782,2018168132,-0.0749080291963803,2.9156444397294106,X,CU,1.0,2.0,4,1,Out
139794,2018168152,-0.6840059940500529,1.88274552031259,C,SI,0.0,0.0,6,0,Ball
139795,2018168152,-0.7781471244488192,2.54688024916083,X,CH,0.0,1.0,3,1,Out
139809,2018168169,-0.409244242129758,2.25374281911009,C,SI,0.0,0.0,3,0,Ball
139810,2018168169,-0.0912851058508356,3.972297565825895,B,FF,0.0,1.0,10,0,Ball
139811,2018168169,0.851553149310913,2.9508844907262897,X,FF,1.0,1.0,13,1,Out
140278,2018170401,0.31990059984638297,2.29259336863355,C,FF,0.0,0.0,5,0,Ball
140279,2018170401,0.7548795595709771,1.84992811729695,S,SL,0.0,1.0,8,1,Strike
140280,2018170401,0.15647879721402,3.86955504250964,B,FF,0.0,2.0,10,0,Ball
140281,2018170401,0.712033236501098,2.2997447820619903,F,SL,1.0,2.0,5,1,Foul
140282,2018170401,0.0968663056639075,2.45433163272769,F,FF,1.0,2.0,4,1,Foul
140283,2018170401,1.02928561276632,2.06792096460127,B,SL,1.0,2.0,13,0,Ball
140284,2018170401,1.9489832188213605,1.16468605866988,B,SL,2.0,2.0,16,0,Ball
140285,2018170401,1.20743733951848,2.04320268280994,C,SL,3.0,2.0,13,0,Ball
140306,2018170417,0.96607346739863,1.4210838148935,S,SL,0.0,0.0,16,1,Strike
140307,2018170417,1.01529267085781,1.69507051765219,B,FF,0.0,1.0,13,0,Ball
140308,2018170417,0.0869954991944613,1.9093509055179,E,SL,1.0,1.0,7,-1,
140326,2018170434,1.87836904357,0.0730237823282273,B,CU,0.0,0.0,16,0,Ball
140327,2018170434,-0.316557481650212,3.1819797559578595,C,FF,1.0,0.0,0,0,Ball
140328,2018170434,-0.852592529455024,2.86270237161406,C,FF,1.0,1.0,12,0,Ball
140329,2018170434,0.101815701495346,3.4320186836018105,S,FF,1.0,2.0,1,1,Strike
140812,2018174009,0.292848701740707,2.78285487601013,C,FF,0.0,0.0,5,0,Ball
140813,2018174009,-0.6118935887771839,1.17489654642409,B,FF,0.0,1.0,15,0,Ball
140814,2018174009,0.24640906258222,0.0876311812096656,B,FS,1.0,1.0,15,0,Ball
140815,2018174009,0.4430078151459774,2.0540961398444137,S,SL,2.0,1.0,8,1,Strike
140816,2018174009,0.15022533819630646,2.9632775597216554,D,FF,2.0,2.0,1,1,Hit
140835,2018174023,0.33944924878418586,1.5102761372297997,F,SL,0.0,0.0,15,1,Foul
140836,2018174023,0.15620827608646656,1.1380327932765923,F,FS,0.0,1.0,15,1,Foul
140837,2018174023,0.5115256225139788,1.954986646971028,E,FF,0.0,2.0,8,1,Hit
140850,2018174050,0.454652605430177,2.10277330680813,C,SL,0.0,0.0,8,0,Ball
140851,2018174050,1.18101730689731,1.7708249612993705,B,SL,0.0,1.0,13,0,Ball
140852,2018174050,-0.369542341595864,1.77334458110073,C,FS,1.0,1.0,6,0,Ball
140853,2018174050,1.53633679314603,1.18737068865352,B,SL,1.0,2.0,16,0,Ball
140854,2018174050,1.1292934661547682,2.2828645090662723,F,SL,2.0,2.0,13,1,Foul
140855,2018174050,0.283034595632858,1.6836056436608484,D,SL,2.0,2.0,8,1,Hit
39,2015000282,-0.884,1.585,B,FF,0.0,0.0,12,0,Ball
40,2015000282,0.201,2.874,C,FF,1.0,0.0,4,0,Ball
41,2015000282,-0.522,2.5340000000000003,E,FF,1.0,1.0,3,1,Hit
67,2015000298,-0.272,2.45,F,FF,0.0,0.0,4,1,Foul
68,2015000298,-2.235,-0.5329999999999999,B,CU,0.0,1.0,14,0,Ball
69,2015000298,-0.868,0.785,S,CH,1.0,1.0,14,1,Strike
70,2015000298,-0.72,1.052,F,CH,1.0,2.0,15,1,Foul
71,2015000298,-2.285,2.776,B,FF,1.0,2.0,12,0,Ball
72,2015000298,-0.5870000000000001,2.19,F,FC,2.0,2.0,6,1,Foul
73,2015000298,-0.469,1.337,X,CU,2.0,2.0,15,1,Out
108,2015000315,-0.279,1.088,B,CH,0.0,0.0,15,0,Ball
109,2015000315,0.129,2.865,C,FT,1.0,0.0,4,0,Ball
110,2015000315,-0.92,2.965,E,FT,1.0,1.0,12,1,Hit
1490,2015005723,0.474,3.948,B,FF,0.0,0.0,10,0,Ball
1491,2015005723,0.387,2.712,X,FC,1.0,0.0,5,1,Out
1519,2015005745,0.6459999999999999,1.7009999999999998,C,FF,0.0,0.0,8,0,Ball
1520,2015005745,-0.599,2.983,X,FS,0.0,1.0,0,1,Out
1549,2015005766,-0.045,2.571,C,FS,0.0,0.0,4,0,Ball
1550,2015005766,-0.237,3.365,B,SL,0.0,1.0,1,0,Ball
1551,2015005766,0.321,2.611,F,FS,1.0,1.0,5,1,Foul
1552,2015005766,0.8370000000000001,2.343,X,SL,1.0,2.0,13,1,Out
2079,2015008928,-0.6859999999999999,1.925,C,FF,0.0,0.0,6,0,Ball
2080,2015008928,-0.212,3.209,B,CU,0.0,1.0,1,0,Ball
2081,2015008928,0.002,0.963,B,CU,1.0,1.0,15,0,Ball
2082,2015008928,0.354,1.586,C,FF,2.0,1.0,8,0,Ball
